temperature,pression,puissance,vibration,presence,magnetique,infrarouge,type_moteur,panne,anomalie,scenario,rul
303.65,0.029019346230820548,65206.5,1.499,1.0,0.9,308.6,EL_L,0,0,NORMAL,169.0
303.75,0.02636849132176235,59171.0,1.498,1.0,0.6,308.7,EL_M,0,0,NORMAL,164.0
303.70000000000005,0.02819650067294751,62263.4,1.486,1.0,0.6,308.6,EL_M,0,0,NORMAL,161.0
303.70000000000005,0.017499999999999998,49392.0,1.68,1.0,0.3,308.6,EL_S,0,0,NORMAL,158.0
303.70000000000005,0.031935709294199865,65396.700000000004,1.431,1.0,0.3,308.6,EL_S,0,0,NORMAL,156.0
303.79999999999995,0.021803069053708442,53332.4,1.564,1.0,0.3,308.7,EL_S,0,0,NORMAL,154.0
303.70000000000005,0.020637898686679174,52767.0,1.599,1.0,0.3,308.6,EL_S,0,0,NORMAL,152.0
303.70000000000005,0.016461628588166376,47966.700000000004,1.707,1.0,0.6,308.6,EL_M,0,0,NORMAL,150.0
303.6,0.027743694614860263,59706.9,1.467,1.0,0.3,308.5,EL_S,0,0,NORMAL,147.0
303.79999999999995,0.031193300767620377,64055.100000000006,1.433,1.0,0.3,308.7,EL_S,0,0,NORMAL,145.0
303.79999999999995,0.02644415917843389,64189.600000000006,1.558,1.0,0.3,308.7,EL_S,0,0,NORMAL,143.0
303.9,0.03870229007633588,66417.0,1.31,1.0,0.3,308.8,EL_S,0,0,NORMAL,141.0
303.79999999999995,0.028072445019404917,67096.4,1.546,1.0,0.3,308.7,EL_S,0,0,NORMAL,139.0
303.79999999999995,0.01702374059061957,50773.799999999996,1.727,1.0,0.3,308.7,EL_S,0,0,NORMAL,137.0
303.75,0.020641025641025643,50232.00000000001,1.56,1.0,0.3,308.6,EL_S,0,0,NORMAL,135.0
303.8,0.045522949586155007,80404.5,1.329,1.0,0.3,308.6,EL_S,0,0,NORMAL,133.0
303.75,0.032908704883227176,65704.5,1.413,1.0,0.3,308.6,EL_S,0,0,NORMAL,131.0
303.8,0.024322621298046628,61258.200000000004,1.587,1.0,0.3,308.6,EL_S,0,0,NORMAL,129.0
303.7,0.022001282873636945,53473.7,1.559,1.0,0.3,308.5,EL_S,0,0,NORMAL,127.0
303.6,0.027902240325865583,60540.3,1.473,1.0,0.3,308.4,EL_S,0,0,NORMAL,125.0
303.6,0.015947035118019575,48114.9,1.737,1.0,0.3,308.4,EL_S,0,0,NORMAL,123.0
303.54999999999995,0.029979181124219295,62251.200000000004,1.441,1.0,0.6,308.4,EL_M,0,0,NORMAL,121.0
303.54999999999995,0.03468531468531469,70928.0,1.43,1.0,0.6,308.4,EL_M,0,0,NORMAL,118.0
303.6,0.03871439006574142,72557.0,1.369,1.0,0.3,308.4,EL_S,0,0,NORMAL,115.0
303.65,0.016656925774400935,48763.5,1.711,1.0,0.6,308.5,EL_M,0,0,NORMAL,113.0
303.6,0.032183098591549296,64894.00000000001,1.42,1.0,0.9,308.5,EL_L,0,0,NORMAL,110.0
303.65,0.04263685427910563,71724.09999999999,1.297,1.0,0.3,308.6,EL_S,0,0,NORMAL,105.0
303.70000000000005,0.03409247757073844,71580.59999999999,1.449,1.0,0.9,308.6,EL_L,0,0,NORMAL,103.0
303.70000000000005,0.044006309148264984,70754.4,1.268,1.0,0.3,308.6,EL_S,0,0,NORMAL,98.0
303.70000000000005,0.023891462607544673,54547.1,1.511,1.0,0.3,308.6,EL_S,0,0,NORMAL,96.0
303.6,0.0227979274611399,54348.8,1.544,1.0,0.3,308.5,EL_S,0,0,NORMAL,94.0
303.5,0.015860517435320586,50139.6,1.778,1.0,0.6,308.4,EL_M,0,0,NORMAL,92.0
303.5,0.035891968727789623,71053.5,1.407,1.0,0.9,308.4,EL_L,0,0,NORMAL,89.0
303.5,0.030481667864845435,58978.4,1.391,1.0,0.6,308.4,EL_M,0,0,NORMAL,84.0
303.45,0.022207534699272967,50836.8,1.513,1.0,0.3,308.4,EL_S,0,0,NORMAL,81.0
303.45,0.022394540942928042,58193.200000000004,1.612,1.0,0.9,308.4,EL_L,0,0,NORMAL,79.0
303.4,0.02646864686468647,60751.5,1.515,1.0,0.3,308.4,EL_S,0,0,NORMAL,74.0
303.3,0.03480783176214648,66192.0,1.379,1.0,0.6,308.3,EL_M,0,0,NORMAL,72.0
303.35,0.027087576374745417,58772.7,1.473,1.0,0.3,308.3,EL_S,0,0,NORMAL,69.0
303.35,0.030028129395218005,60719.4,1.422,1.0,0.3,308.3,EL_S,0,0,NORMAL,67.0
303.29999999999995,0.025700615174299387,55008.8,1.463,1.0,0.6,308.2,EL_M,0,0,NORMAL,65.0
303.29999999999995,0.025883838383838384,64944.0,1.584,1.0,0.6,308.2,EL_M,0,0,NORMAL,62.0
303.29999999999995,0.014594594594594595,49950.0,1.85,1.0,0.3,308.2,EL_S,0,0,NORMAL,59.0
303.29999999999995,0.023691099476439794,55313.600000000006,1.528,1.0,0.3,308.2,EL_S,0,0,NORMAL,57.0
303.29999999999995,0.00996477101157524,39342.6,1.987,1.0,0.9,308.2,EL_L,0,0,NORMAL,55.0
303.25,0.03076923076923077,68770.0,1.495,1.0,0.6,308.1,EL_M,0,0,NORMAL,50.0
303.29999999999995,0.02943166441136671,64293.0,1.478,1.0,0.9,308.2,EL_L,0,0,NORMAL,47.0
303.29999999999995,0.0266844563042028,59960.0,1.499,1.0,0.6,308.2,EL_M,0,0,NORMAL,42.0
303.29999999999995,0.03195105370496261,69137.0,1.471,1.0,0.3,308.2,EL_S,0,0,NORMAL,39.0
303.29999999999995,0.04734789391575663,77817.40000000001,1.282,1.0,0.3,308.2,EL_S,1,1,USURE_GENERALE,37.0
303.20000000000005,0.03703966005665722,73847.59999999999,1.412,1.0,0.3,308.1,EL_S,1,1,USURE_GENERALE,35.0
303.20000000000005,0.022383354350567465,56303.0,1.586,1.0,0.3,308.1,EL_S,0,0,NORMAL,253.0
303.29999999999995,0.029836512261580378,64298.399999999994,1.468,1.0,0.6,308.2,EL_M,0,0,NORMAL,251.0
303.4,0.03027777777777778,62784.0,1.44,1.0,0.6,308.3,EL_M,0,0,NORMAL,248.0
303.45,0.015002885170225043,45058.0,1.733,1.0,0.3,308.4,EL_S,0,0,NORMAL,245.0
303.29999999999995,0.02022332506203474,52551.200000000004,1.612,1.0,0.9,308.2,EL_L,0,0,NORMAL,243.0
303.35,0.0294238683127572,62548.2,1.458,1.0,0.9,308.3,EL_L,0,0,NORMAL,238.0
303.35,0.043475226796929514,89275.9,1.433,1.0,0.3,308.3,EL_S,1,1,SURCHARGE,233.0
303.35,0.04484066767830046,77893.8,1.318,1.0,0.3,308.3,EL_S,0,0,NORMAL,231.0
303.29999999999995,0.021739130434782608,56350.0,1.61,1.0,0.6,308.2,EL_M,0,0,NORMAL,229.0
303.15,0.0347469220246238,74269.59999999999,1.462,1.0,0.3,308.1,EL_S,0,0,NORMAL,226.0
303.05,0.010810810810810811,40019.200000000004,1.924,1.0,0.6,308.0,EL_M,0,0,NORMAL,224.0
303.1,0.021181646763042114,53616.700000000004,1.591,1.0,0.6,308.0,EL_M,0,0,NORMAL,221.0
303.15,0.04464012251148545,76139.8,1.306,1.0,0.3,308.1,EL_S,0,0,NORMAL,218.0
303.15,0.03147612156295224,60117.0,1.382,1.0,0.3,308.1,EL_S,0,0,NORMAL,216.0
303.15,0.021446229913473426,56144.600000000006,1.618,1.0,0.3,308.1,EL_S,0,0,NORMAL,214.0
303.2,0.010764587525150904,42543.2,1.988,1.0,0.3,308.2,EL_S,0,0,NORMAL,212.0
303.2,0.03495821727019499,72087.2,1.436,1.0,0.3,308.2,EL_S,0,0,NORMAL,210.0
303.25,0.03819018404907975,64939.2,1.304,1.0,0.3,308.3,EL_S,0,0,NORMAL,208.0
303.25,0.03383050847457627,73602.5,1.475,1.0,0.3,308.3,EL_S,0,0,NORMAL,206.0
303.25,0.013267543859649122,44140.799999999996,1.824,1.0,0.9,308.3,EL_L,0,0,NORMAL,204.0
303.15,0.03584202682563339,64550.200000000004,1.342,1.0,0.6,308.2,EL_M,0,0,NORMAL,199.0
303.15,0.027407407407407408,60439.50000000001,1.485,1.0,0.3,308.2,EL_S,0,0,NORMAL,196.0
303.2,0.01835632873425315,51010.200000000004,1.667,1.0,0.3,308.2,EL_S,0,0,NORMAL,194.0
303.2,0.02641770401106501,55237.200000000004,1.446,1.0,0.3,308.2,EL_S,0,0,NORMAL,192.0
303.20000000000005,0.04304381245196003,72856.0,1.301,1.0,0.3,308.3,EL_S,0,0,NORMAL,190.0
303.29999999999995,0.031254532269760694,59434.9,1.379,1.0,0.3,308.4,EL_S,0,0,NORMAL,188.0
303.4,0.020921544209215444,53961.600000000006,1.606,1.0,0.3,308.5,EL_S,0,0,NORMAL,186.0
303.35,0.02820012995451592,66792.59999999999,1.539,1.0,0.6,308.4,EL_M,0,0,NORMAL,184.0
303.29999999999995,0.03378469871360867,73702.3,1.477,1.0,0.3,308.4,EL_S,0,0,NORMAL,181.0
303.29999999999995,0.020768307322929173,57643.600000000006,1.666,1.0,0.3,308.4,EL_S,0,0,NORMAL,179.0
303.29999999999995,0.037052932761087266,72416.4,1.398,1.0,0.9,308.4,EL_L,0,0,NORMAL,177.0
303.29999999999995,0.02061978545887962,58058.8,1.678,1.0,0.9,308.4,EL_L,0,0,NORMAL,172.0
303.35,0.003995519044062733,28654.6,2.678,1.0,0.6,308.5,EL_M,1,1,SURCHARGE,167.0
303.4,0.029525120440467997,62333.7,1.453,1.0,0.3,308.5,EL_S,0,0,NORMAL,164.0
303.45000000000005,0.03456703910614525,70884.0,1.432,1.0,0.9,308.6,EL_L,0,0,NORMAL,162.0
303.5,0.026784544859201048,62454.299999999996,1.527,1.0,0.6,308.6,EL_M,0,0,NORMAL,157.0
303.54999999999995,0.02204030226700252,55580.0,1.588,1.0,0.3,308.7,EL_S,0,0,NORMAL,154.0
303.5,0.03286810886252617,67494.3,1.433,1.0,0.3,308.6,EL_S,0,0,NORMAL,152.0
303.5,0.02175264139216905,56315.0,1.609,1.0,0.3,308.6,EL_S,0,0,NORMAL,150.0
303.4,0.02615873015873016,64890.00000000001,1.575,1.0,0.3,308.5,EL_S,0,0,NORMAL,148.0
303.45,0.02182151589242054,58405.200000000004,1.636,1.0,0.6,308.5,EL_M,0,0,NORMAL,146.0
303.45,0.025436241610738253,56471.0,1.49,1.0,0.3,308.5,EL_S,0,0,NORMAL,143.0
303.45,0.01883974727168294,57104.799999999996,1.741,1.0,0.3,308.5,EL_S,0,0,NORMAL,141.0
303.55,0.03943452380952381,71232.0,1.344,1.0,0.6,308.6,EL_M,0,0,NORMAL,139.0
303.6,0.021939092604101925,56797.7,1.609,1.0,0.3,308.7,EL_S,0,0,NORMAL,136.0
303.54999999999995,0.04271639690358903,86254.7,1.421,1.0,0.6,308.7,EL_M,1,1,SURCHARGE,134.0
303.5,0.023067253299811442,58389.700000000004,1.591,1.0,0.3,308.6,EL_S,0,0,NORMAL,131.0
303.5,0.02979011509817197,64988.0,1.477,1.0,0.3,308.6,EL_S,0,0,NORMAL,129.0
303.54999999999995,0.023703217334208798,54980.3,1.523,1.0,0.3,308.7,EL_S,0,0,NORMAL,127.0
303.6,0.02152380952380952,53392.5,1.575,1.0,0.3,308.7,EL_S,0,0,NORMAL,125.0
303.54999999999995,0.03936011904761905,71097.59999999999,1.344,1.0,0.9,308.7,EL_L,0,0,NORMAL,123.0
303.54999999999995,0.032395382395382394,62231.4,1.386,1.0,0.3,308.7,EL_S,0,0,NORMAL,118.0
303.45000000000005,0.023348017621145377,58951.9,1.589,1.0,0.6,308.6,EL_M,0,0,NORMAL,116.0
303.45000000000005,0.026033591731266147,62384.399999999994,1.548,1.0,0.3,308.6,EL_S,0,0,NORMAL,113.0
303.45000000000005,0.025550366911274183,57411.7,1.499,1.0,0.3,308.6,EL_S,0,0,NORMAL,111.0
303.4,0.018990384615384617,52582.4,1.664,1.0,0.3,308.5,EL_S,0,0,NORMAL,109.0
303.45000000000005,0.026330338631651694,55130.700000000004,1.447,1.0,0.3,308.6,EL_S,0,0,NORMAL,107.0
303.4,0.03221757322175733,66250.8,1.434,1.0,0.6,308.5,EL_M,0,0,NORMAL,105.0
303.4,0.03721751412429379,74623.2,1.416,1.0,0.3,308.5,EL_S,0,0,NORMAL,102.0
303.45,0.013300492610837438,44396.1,1.827,1.0,0.9,308.5,EL_L,0,0,NORMAL,100.0
303.5,0.03450920245398773,58680.0,1.304,1.0,0.3,308.6,EL_S,0,0,NORMAL,95.0
303.5,0.021924792861695346,53973.6,1.569,1.0,0.3,308.6,EL_S,0,0,NORMAL,93.0
303.45000000000005,0.01849747474747475,46411.200000000004,1.584,1.0,0.3,308.6,EL_S,0,0,NORMAL,91.0
303.4,0.0395007342143906,73275.59999999999,1.362,1.0,0.3,308.5,EL_S,0,0,NORMAL,89.0
303.35,0.03702031602708804,65386.8,1.329,1.0,0.3,308.4,EL_S,0,0,NORMAL,87.0
303.4,0.02345679012345679,55557.9,1.539,1.0,0.3,308.5,EL_S,0,0,NORMAL,85.0
303.4,0.022774708410067526,60435.9,1.629,1.0,0.6,308.5,EL_M,0,0,NORMAL,83.0
303.4,0.02093628088426528,49523.600000000006,1.538,1.0,0.3,308.5,EL_S,0,0,NORMAL,80.0
303.45000000000005,0.0221656050955414,54635.99999999999,1.57,1.0,0.3,308.6,EL_S,0,0,NORMAL,78.0
303.35,0.030610795454545457,60684.8,1.408,1.0,0.3,308.4,EL_S,0,0,NORMAL,76.0
303.29999999999995,0.03342696629213483,67782.40000000001,1.424,1.0,0.3,308.4,EL_S,0,0,NORMAL,74.0
303.29999999999995,0.023082010582010582,52768.799999999996,1.512,1.0,0.3,308.4,EL_S,0,0,NORMAL,72.0
303.29999999999995,0.02902571041948579,63406.2,1.478,1.0,0.3,308.4,EL_S,0,0,NORMAL,70.0
303.20000000000005,0.020059523809523812,56616.00000000001,1.68,1.0,0.6,308.3,EL_M,0,0,NORMAL,68.0
303.20000000000005,0.025886287625418062,57856.50000000001,1.495,1.0,0.3,308.3,EL_S,0,0,NORMAL,65.0
303.05,0.023582474226804123,56803.200000000004,1.552,1.0,0.6,308.1,EL_M,0,0,NORMAL,63.0
303.0,0.03610911701363963,70067.9,1.393,1.0,0.3,308.1,EL_S,0,0,NORMAL,60.0
303.1,0.01899441340782123,49296.600000000006,1.611,1.0,0.3,308.2,EL_S,0,0,NORMAL,58.0
303.05,0.038536221060492905,69092.40000000001,1.339,1.0,0.6,308.1,EL_M,0,0,NORMAL,56.0
303.05,0.013674732695554305,43181.1,1.777,1.0,0.3,308.1,EL_S,0,0,NORMAL,53.0
303.1,0.04362017804154302,79262.4,1.348,1.0,0.3,308.2,EL_S,1,1,USURE_GENERALE,51.0
303.1,0.03058252427184466,63592.200000000004,1.442,1.0,0.3,308.2,EL_S,0,0,NORMAL,49.0
303.1,0.03519713261648746,68494.5,1.395,1.0,0.6,308.2,EL_M,0,0,NORMAL,47.0
303.0,0.01929932390903503,51087.799999999996,1.627,1.0,0.6,308.1,EL_M,0,0,NORMAL,44.0
303.0,0.02113564668769716,53097.5,1.585,1.0,0.3,308.1,EL_S,0,0,NORMAL,41.0
303.1,0.030973451327433628,66839.5,1.469,1.0,0.3,308.2,EL_S,0,0,NORMAL,39.0
303.15,0.04170337738619677,77361.59999999999,1.362,1.0,0.3,308.3,EL_S,1,1,USURE_GENERALE,37.0
303.15,0.04,78961.0,1.405,1.0,0.3,308.3,EL_S,1,1,USURE_GENERALE,35.0
303.15,0.019675090252707583,54347.4,1.662,1.0,0.3,308.3,EL_S,0,0,NORMAL,253.0
